北京市（92所）,
2172,西南财经大学
2173,成都体育学院
2174,四川音乐学院
2175,西南民族大学
2176,成都学院
2177,成都工业学院
2178,攀枝花学院
2179,四川旅游学院
2180,四川民族学院
2181,四川警察学院
2182,成都东软学院
2183,电子科技大学成都学院
2184,成都理工大学工程技术学院
2185,四川传媒学院
2186,成都信息工程大学银杏酒店管理学院
2187,成都文理学院
2188,四川工商学院
2189,四川外国语大学成都学院
2190,成都医学院
2191,四川工业科技学院
2192,四川大学锦城学院
2193,西南财经大学天府学院
2194,四川大学锦江学院
2195,四川文化艺术学院
2196,西南科技大学城市学院
2197,西南交通大学希望学院
2198,成都师范学院
2199,四川电影电视学院
2200,成都纺织高等专科学校
2201,民办四川天一学院
2202,成都航空职业技术学院
2203,四川电力职业技术学院
2204,成都职业技术学院
2205,四川化工职业技术学院
2206,四川水利职业技术学院
2207,南充职业技术学院
2208,内江职业技术学院
2209,四川航天职业技术学院
2210,四川邮电职业技术学院
2211,四川机电职业技术学院
2212,绵阳职业技术学院
2213,四川交通职业技术学院
2214,四川工商职业技术学院
2215,四川工程职业技术学院
2216,四川建筑职业技术学院
2217,达州职业技术学院
2218,四川托普信息技术职业学院
2219,四川国际标榜职业学院
2220,成都农业科技职业学院
2221,宜宾职业技术学院
2222,泸州职业技术学院
2223,眉山职业技术学院
2224,成都艺术职业学院
2225,四川职业技术学院
2226,乐山职业技术学院
2227,雅安职业技术学院
2228,四川商务职业学院
2229,四川司法警官职业学院
2230,广安职业技术学院
2231,四川信息职业技术学院
2232,四川文化传媒职业学院
2233,四川华新现代职业学院
2234,四川管理职业学院
2235,四川艺术职业学院
2236,四川中医药高等专科学校
2237,四川科技职业学院
2238,四川文化产业职业学院
2239,四川财经职业学院
2240,四川城市职业学院
2241,四川现代职业学院
2242,四川幼儿师范高等专科学校
2243,四川长江职业学院
2244,四川三河职业学院
2245,川北幼儿师范高等专科学校
2246,四川卫生康复职业学院
2247,四川汽车职业技术学院
2248,巴中职业技术学院
2249,四川希望汽车职业学院
2250,四川电子机械职业技术学院
2251,四川文轩职业学院
2252,川南幼儿师范高等专科学校
2253,四川护理职业学院
2254,成都工业职业技术学院
2255,四川西南航空职业学院
2256,成都工贸职业技术学院
2257,四川应用技术职业学院
贵州省（70所）,
2258,贵州大学
2259,贵州医科大学
2260,遵义医学院
2261,贵阳中医学院
2262,贵州师范大学
2263,遵义师范学院
2264,铜仁学院
2265,兴义民族师范学院
2266,安顺学院
2267,贵州工程应用技术学院
2268,凯里学院
2269,黔南民族师范学院
2270,贵州财经大学
2271,贵州民族大学
2272,贵阳学院
2273,六盘水师范学院
2274,贵州商学院
2275,贵州警察学院
2276,贵阳中医学院时珍学院
2277,贵州财经大学商务学院
2278,贵州大学科技学院
2279,贵州大学明德学院
2280,贵州民族大学人文科技学院
2281,贵州师范大学求是学院
2282,遵义医学院医学与科技学院
2283,"贵州医科大学神奇民族医药
学院"
2284,贵州师范学院
2285,贵州理工学院
2286,茅台学院
2287,黔南民族医学高等专科学校
2288,贵州交通职业技术学院
2289,贵州航天职业技术学院
2290,贵州电子信息职业技术学院
2291,安顺职业技术学院
2292,黔东南民族职业技术学院
2293,黔南民族职业技术学院
2294,遵义职业技术学院
2295,贵州城市职业学院
2296,贵州工业职业技术学院
2297,贵州电力职业技术学院
2298,六盘水职业技术学院
2299,铜仁职业技术学院
2300,黔西南民族职业技术学院
2301,贵州轻工职业技术学院
2302,遵义医药高等专科学校
2303,贵阳护理职业学院
2304,贵阳职业技术学院
2305,毕节职业技术学院
2306,贵州职业技术学院
2307,贵州盛华职业学院
2308,贵州工商职业学院
2309,贵阳幼儿师范高等专科学校
2310,铜仁幼儿师范高等专科学校
2311,"黔南民族幼儿师范高等专科
学校"
2312,毕节医学高等专科学校
2313,贵州建设职业技术学院
2314,毕节幼儿师范高等专科学校
2315,贵州农业职业学院
2316,贵州工程职业学院
2317,贵州工贸职业学院
2318,贵州水利水电职业技术学院
2319,贵州电子商务职业技术学院
2320,贵州应用技术职业学院
2321,贵州电子科技职业学院
2322,贵州装备制造职业学院
2323,贵州健康职业学院
2324,贵州食品工程职业学院
2325,贵州经贸职业技术学院
2326,贵州护理职业技术学院
2327,贵州航空职业技术学院
云南省（77所）,
2328,云南大学
2329,昆明理工大学
2330,云南农业大学
2331,西南林业大学
2332,昆明医科大学
2333,大理大学
2334,云南中医学院
2335,云南师范大学
2336,昭通学院
2337,曲靖师范学院
2338,普洱学院
2339,保山学院
2340,红河学院
2341,云南财经大学
2342,云南艺术学院
2343,云南民族大学
2344,玉溪师范学院
2345,楚雄师范学院
2346,云南警官学院
2347,昆明学院
2348,文山学院
2349,云南经济管理学院
2350,云南大学滇池学院
2351,云南大学旅游文化学院
2352,昆明理工大学津桥学院
2353,云南师范大学商学院
2354,云南师范大学文理学院
2355,昆明医科大学海源学院
2356,云南艺术学院文华学院
2357,云南工商学院
2358,滇西科技师范学院
2359,滇西应用技术大学
2360,昆明冶金高等专科学校
2361,云南国土资源职业学院
2362,云南交通职业技术学院
2363,昆明工业职业技术学院
2364,云南农业职业技术学院
2365,云南司法警官职业学院
2366,云南文化艺术职业学院
2367,云南体育运动职业技术学院
2368,云南科技信息职业学院
2369,西双版纳职业技术学院
2370,昆明艺术职业学院
2371,玉溪农业职业技术学院
2372,云南能源职业技术学院
2373,云南国防工业职业技术学院
2374,云南机电职业技术学院
2375,云南林业职业技术学院
2376,云南城市建设职业学院
2377,云南工程职业学院
2378,曲靖医学高等专科学校
2379,楚雄医药高等专科学校
2380,保山中医药高等专科学校
2381,丽江师范高等专科学校
2382,德宏师范高等专科学校
2383,云南新兴职业学院
2384,云南锡业职业技术学院
2385,云南经贸外事职业学院
2386,云南三鑫职业技术学院
2387,德宏职业学院
2388,云南商务职业学院
2389,昆明卫生职业学院
2390,云南现代职业技术学院
2391,云南旅游职业学院
2392,红河卫生职业学院
2393,云南外事外语职业学院
2394,大理农林职业技术学院
2395,公安消防部队高等专科学校
2396,云南财经职业学院
2397,昆明铁道职业技术学院
2398,昭通卫生职业学院
2399,大理护理职业学院
2400,云南水利水电职业学院
2401,云南轻纺职业学院
2402,云南特殊教育职业学院
2403,云南工贸职业技术学院
2404,云南交通运输职业学院
西藏自治区（7所）,
2405,西藏大学
2406,西藏民族大学
2407,西藏藏医学院
2408,西藏农牧学院
2409,西藏警官高等专科学校
2410,拉萨师范高等专科学校
2411,西藏职业技术学院
陕西省（93所）,
2412,西北大学
2413,西安交通大学
2414,西北工业大学
2415,西安理工大学
2416,西安电子科技大学
2417,西安工业大学
2418,西安建筑科技大学
2419,西安科技大学
2420,西安石油大学
2421,陕西科技大学
2422,西安工程大学
2423,长安大学
2424,西北农林科技大学
2425,陕西中医药大学
2426,陕西师范大学
2427,延安大学
2428,陕西理工大学
2429,宝鸡文理学院
2430,咸阳师范学院
2431,渭南师范学院
2432,西安外国语大学
2433,西北政法大学
2434,西安体育学院
2435,西安音乐学院
2436,西安美术学院
2437,西安文理学院
2438,榆林学院
2439,商洛学院
2440,安康学院
2441,西安培华学院
2442,西安财经学院
2443,西安邮电大学
2444,西安航空学院
2445,西安医学院
2446,西安欧亚学院
2447,西安外事学院
2448,西安翻译学院
2449,西京学院
2450,西安思源学院
2451,陕西国际商贸学院
2452,陕西服装工程学院
2453,西安交通工程学院
2454,西安交通大学城市学院
2455,西北大学现代学院
2456,西安建筑科技大学华清学院
2457,西安财经学院行知学院
2458,陕西科技大学镐京学院
2459,"西安工业大学北方信息工程
学院"
2460,延安大学西安创新学院
2461,西安电子科技大学长安学院
2462,西北工业大学明德学院
2463,长安大学兴华学院
2464,西安理工大学高科学院
2465,西安科技大学高新学院
2466,陕西学前师范学院
2467,陕西工业职业技术学院
2468,杨凌职业技术学院
2469,西安电力高等专科学校
2470,陕西能源职业技术学院
2471,陕西国防工业职业技术学院
2472,西安航空职业技术学院
2473,陕西财经职业技术学院
2474,陕西交通职业技术学院
2475,陕西职业技术学院
2476,西安高新科技职业学院
2477,西安城市建设职业学院
2478,陕西铁路工程职业技术学院
2479,宝鸡职业技术学院
2480,陕西航空职业技术学院
2481,陕西电子信息职业技术学院
2482,陕西邮电职业技术学院
2483,西安海棠职业学院
2484,西安汽车科技职业学院
2485,西安东方亚太职业技术学院
2486,陕西警官职业学院
2487,陕西经济管理职业技术学院
2488,西安铁路职业技术学院
2489,咸阳职业技术学院
2490,西安职业技术学院
2491,商洛职业技术学院
2492,汉中职业技术学院
2493,延安职业技术学院
2494,渭南职业技术学院
2495,安康职业技术学院
2496,铜川职业技术学院
2497,陕西青年职业学院
2498,陕西工商职业学院
2499,陕西电子科技职业学院
2500,陕西旅游烹饪职业学院
2501,西安医学高等专科学校
2502,榆林职业技术学院
2503,陕西艺术职业学院
2504,陕西机电职业技术学院
甘肃省（49所）,
2505,兰州大学
2506,兰州理工大学
2507,兰州交通大学
2508,甘肃农业大学
2509,甘肃中医药大学
2510,西北师范大学
2511,兰州城市学院
2512,陇东学院
2513,天水师范学院
2514,河西学院
2515,兰州财经大学
2516,西北民族大学
2517,甘肃政法学院
2518,甘肃民族师范学院
2519,兰州文理学院
2520,甘肃医学院
2521,兰州工业学院
2522,西北师范大学知行学院
2523,兰州财经大学陇桥学院
2524,兰州财经大学长青学院
2525,兰州交通大学博文学院
2526,兰州理工大学技术工程学院
2527,兰州石化职业技术学院
2528,陇南师范高等专科学校
2529,定西师范高等专科学校
2530,甘肃建筑职业技术学院
2531,酒泉职业技术学院
2532,兰州外语职业学院
2533,兰州职业技术学院
2534,甘肃警察职业学院
2535,甘肃林业职业技术学院
2536,甘肃工业职业技术学院
2537,武威职业学院
2538,甘肃交通职业技术学院
2539,兰州资源环境职业技术学院
2540,甘肃农业职业技术学院
2541,甘肃畜牧工程职业技术学院
2542,甘肃钢铁职业技术学院
2543,甘肃机电职业技术学院
2544,甘肃有色冶金职业技术学院
2545,白银矿冶职业技术学院
2546,甘肃卫生职业学院
2547,兰州科技职业学院
2548,庆阳职业技术学院
2549,临夏现代职业学院
2550,甘肃能源化工职业学院
2551,兰州现代职业学院
2552,平凉职业技术学院
2553,甘肃财贸职业学院
青海省（12所）,
2554,青海大学
2555,青海师范大学
2556,青海民族大学
2557,青海大学昆仑学院
2558,青海卫生职业技术学院
2559,青海警官职业学院
2560,青海畜牧兽医职业技术学院
2561,青海交通职业技术学院
2562,青海建筑职业技术学院
2563,西宁城市职业技术学院
2564,青海高等职业技术学院
2565,青海柴达木职业技术学院
宁夏回族自治区（19所）,
2566,宁夏大学
2567,宁夏医科大学
2568,宁夏师范学院
2569,北方民族大学
2570,宁夏理工学院
2571,宁夏大学新华学院
2572,银川能源学院
2573,中国矿业大学银川学院
2574,宁夏民族职业技术学院
2575,宁夏工业职业学院
2576,宁夏职业技术学院
2577,宁夏工商职业技术学院
2578,宁夏财经职业技术学院
2579,宁夏警官职业学院
2580,宁夏建设职业技术学院
2581,宁夏葡萄酒与防沙治沙职业技术学院
2582,宁夏幼儿师范高等专科学校
2583,宁夏艺术职业学院
2584,宁夏体育职业学院
新疆维吾尔自治区（47所）,
2585,新疆大学
2586,塔里木大学
2587,新疆农业大学
2588,石河子大学
2589,新疆医科大学
2590,新疆师范大学
2591,喀什大学
2592,伊犁师范学院
2593,新疆财经大学
2594,新疆艺术学院
2595,新疆工程学院
2596,昌吉学院
2597,新疆警察学院
2598,新疆大学科学技术学院
2599,新疆农业大学科学技术学院
2600,新疆医科大学厚博学院
2601,新疆财经大学商务学院
2602,石河子大学科技学院
2603,和田师范专科学校
2604,新疆农业职业技术学院
2605,乌鲁木齐职业大学
2606,新疆维吾尔医学专科学校
2607,克拉玛依职业技术学院
2608,新疆机电职业技术学院
2609,新疆轻工职业技术学院
2610,新疆能源职业技术学院
2611,昌吉职业技术学院
2612,伊犁职业技术学院
2613,阿克苏职业技术学院
2614,巴音郭楞职业技术学院
2615,新疆建设职业技术学院
2616,新疆兵团警官高等专科学校
2617,新疆现代职业技术学院
2618,新疆天山职业技术学院
2619,新疆交通职业技术学院
2620,新疆石河子职业技术学院
2621,新疆职业大学
2622,新疆体育职业技术学院
2623,新疆应用职业技术学院
2624,新疆师范高等专科学校
2625,新疆铁道职业技术学院
2626,新疆生产建设兵团兴新职业技术学院
2627,哈密职业技术学院
2628,新疆科技职业技术学院
2629,吐鲁番职业技术学院
2630,博尔塔拉职业技术学院
2631,新疆工业职业技术学院
